Zmienna;Typ informacji;Jednostka terytorialna;PKD - koniunktura gospodarcza (całość);Szereg czasowy;Wartość;Flaga
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M03;7,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M04;12,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M05;8,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M06;5,5;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M07;5,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M08;8,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M09;10,5;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M10;9,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M11;11,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M12;5,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M01;15,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M02;13,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M03;10,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M04;12,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M05;11,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M06;11,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M07;10,7;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M08;10,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M09;12,3;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M10;10,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M11;11,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2017 M12;13,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M01;6,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M02;7,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M03;9,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M04;12,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M05;10,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M06;8,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M07;8,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M08;9,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M09;11,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M10;10,3;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M11;11,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2017 M12;9,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M01;-9,9;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M02;-6,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M03;2,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M04;5,7;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M05;4,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M06;1,2;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M07;1,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M08;2,5;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M09;3,3;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M10;4,6;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M11;3,1;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M12;-3,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M01;9,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M02;4,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M03;2,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M04;4,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M05;5,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M06;6,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M07;5,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M08;5,4;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M09;6,2;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M10;5,2;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M11;4,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2016 M12;3,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M01;-0,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M02;-1,1;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M03;2,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M04;5,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M05;5,2;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M06;3,9;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M07;3,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M08;4,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M09;4,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M10;4,9;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M11;4,0;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2016 M12;0,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M06;1,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M07;0,5;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M08;3,9;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M09;3,0;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M10;4,4;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M11;3,8;(nd)
Przewidywana ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M12;-4,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M06;3,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M07;4,5;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M08;4,9;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M09;4,1;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M10;4,6;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M11;5,8;(nd)
Bieżąca ogólna sytuacja gospodarcza przedsiębiorstwa;[-];POLSKA;Handel detaliczny (45+47);2015 M12;2,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M06;2,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M07;2,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M08;4,4;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M09;3,6;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M10;4,5;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M11;4,8;(nd)
Wskaźnik ogólnego klimatu koniunktury;[-];POLSKA;Handel detaliczny (45+47);2015 M12;-0,8;(nd)
